hpo_id,hpo_label_2013,hpo_label_2017,alt_id,facial_congenital,hpoName,2017_to_2013_alt
HP:0004586,Biconcave vertebral bodies,Biconcave vertebral bodies,HP:0002952HP:0004561HP:0004620,congenital abnormality,Biconcave vertebral bodies,
HP:0004588,"lumbar platyspondyly, mild",,,,"lumbar platyspondyly, mild",
HP:0004589,Dysplasia of second lumbar vertebra,Dysplasia of second lumbar vertebra,,,Dysplasia of second lumbar vertebra,
HP:0004590,Hypoplastic sacrum,Hypoplastic sacrum,,,Hypoplastic sacrum,
HP:0004591,Disc-like vertebral bodies,Disc-like vertebral bodies,,,Disc-like vertebral bodies,
HP:0004592,thoracic platyspondyly,Thoracic platyspondyly,,congenital abnormality,thoracic platyspondyly,
HP:0004594,hump-shaped mound of bone in central and posterior portions of vertebral endplate,Hump-shaped mound of bone in central and posterior portions of vertebral endplate,,,hump-shaped mound of bone in central and posterior portions of vertebral endplate,
HP:0004595,platyspondyly with anterior wedging,,,,platyspondyly with anterior wedging,
HP:0004597,congenital spinal stenosis due to short pedicles,,,,congenital spinal stenosis due to short pedicles,
HP:0004598,platyspondyly with multiple extra ossification centers,Supernumerary vertebral ossification centers,,,platyspondyly with multiple extra ossification centers,
HP:0004599,Absent or minimally ossified vertebral bodies,Absent or minimally ossified vertebral bodies,,,Absent or minimally ossified vertebral bodies,
HP:0004600,Abnormal odontoid peg,,,,Abnormal odontoid peg,
HP:0004601,spina bifida occulta at l5 or s1,Spina bifida occulta at L5,,,spina bifida occulta at l5 or s1,
HP:0004602,"cervical vertebral fusion, c2-c3",Cervical C2/C3 vertebral fusion,HP:0004636,congenital abnormality,"cervical vertebral fusion, c2-c3",
HP:0004603,Hyperconvex vertebral body endplates,Hyperconvex vertebral body endplates,,,Hyperconvex vertebral body endplates,
HP:0004605,Absent vertebral body mineralization,Absent vertebral body mineralization,,,Absent vertebral body mineralization,
HP:0004606,Unossified vertebral bodies,Unossified vertebral bodies,HP:0008427,,Unossified vertebral bodies,
HP:0004607,anterior beaking of lower thoracic and lumbar vertebrae,Anterior beaking of lower thoracic vertebrae,,,anterior beaking of lower thoracic and lumbar vertebrae,
HP:0004608,Anteriorly placed odontoid process,Anteriorly placed odontoid process,,,Anteriorly placed odontoid process,
HP:0004609,Patchy distortion of vertebrae,Patchy distortion of vertebrae,,,Patchy distortion of vertebrae,
HP:0004610,narrow lumbar spinal canal,Lumbar spinal canal stenosis,,,narrow lumbar spinal canal,
HP:0004611,Anterior concavity of thoracic vertebrae,Anterior concavity of thoracic vertebrae,,,Anterior concavity of thoracic vertebrae,
HP:0004612,cervical spine segmentation defects,,,,cervical spine segmentation defects,
HP:0004613,Small odontoid process,,,,Small odontoid process,
HP:0004614,spina bifida occulta at s1,Spina bifida occulta at S1,,,spina bifida occulta at s1,
HP:0004615,mild thoracic scoliosis,,,congenital abnormality,mild thoracic scoliosis,
HP:0004616,Cleft vertebral arches,Cleft vertebral arch,,,Cleft vertebral arches,
HP:0004617,Butterfly vertebral arch,Butterfly vertebral arch,,,Butterfly vertebral arch,
HP:0004618,Sandwich appearance of vertebral bodies,Sandwich appearance of vertebral bodies,,,Sandwich appearance of vertebral bodies,
HP:0004619,lumbar kyphoscoliosis,Lumbar kyphoscoliosis,,congenital abnormality,lumbar kyphoscoliosis,
HP:0004620,Scalloping of vertebral bodies,,,,Scalloping of vertebral bodies,
HP:0004621,"Large, flattened vertebrae with large pedicles",Enlarged vertebral pedicles,,,"Large, flattened vertebrae with large pedicles",
HP:0004622,Progressive intervertebral space narrowing,Progressive intervertebral space narrowing,,,Progressive intervertebral space narrowing,
HP:0004625,Biconvex vertebral bodies,Biconvex vertebral bodies,,,Biconvex vertebral bodies,
HP:0004626,Lumbar scoliosis,Lumbar scoliosis,,none,Lumbar scoliosis,
HP:0004628,progressive endplate irregularity,,,,progressive endplate irregularity,
HP:0004629,small cervical vertebral bodies,Small cervical vertebral bodies,HP:0008429,,small cervical vertebral bodies,
HP:0004630,anterior beaking of thoracic and lumbar vertebrae,Anterior beaking of thoracic vertebrae,,,anterior beaking of thoracic and lumbar vertebrae,
HP:0004631,Decreased cervical spine flexion due to contractures of posterior cervical muscles,Decreased cervical spine flexion due to contractures of posterior cervical muscles,,,Decreased cervical spine flexion due to contractures of posterior cervical muscles,
HP:0004632,cervical segmentation defects,Cervical segmentation defect,HP:0004612,congenital abnormality,cervical segmentation defects,
HP:0004633,lower thoracic kyphosis,Lower thoracic kyphosis,,congenital abnormality,lower thoracic kyphosis,
HP:0004634,Cuboid-shaped vertebral bodies,Cuboid-shaped vertebral bodies,,,Cuboid-shaped vertebral bodies,
HP:0004635,"cervical vertebrae fusion, usually at c5 to c6",Cervical C5/C6 vertebrae fusion,,,"cervical vertebrae fusion, usually at c5 to c6",
HP:0004636,"fusion of cervical vertebrae, most often c2-3",,,,"fusion of cervical vertebrae, most often c2-3",
HP:0004637,decreased cervical spine mobility,Decreased cervical spine mobility,,,decreased cervical spine mobility,
HP:0004639,Elevated amniotic fluid alpha-fetoprotein,Elevated amniotic fluid alpha-fetoprotein,HP:0005985,,Elevated amniotic fluid alpha-fetoprotein,
HP:0004640,coarse facial features over time,,,facial dysmorphism,coarse facial features over time,
HP:0004641,frontal and biparietal bossing,,,,frontal and biparietal bossing,
HP:0004644,Mild maxillary hypoplasia,,,,Mild maxillary hypoplasia,
HP:0004645,triangular face with age,,,,triangular face with age,
HP:0004646,Hypoplasia of the nasal bone,Hypoplasia of the nasal bone,,,Hypoplasia of the nasal bone,
HP:0004647,"Long, myopathic facies",,,,"Long, myopathic facies",
HP:0004648,Prominent chin with central dimple,,,facial dysmorphism,Prominent chin with central dimple,
HP:0004650,Broad nasal root and tip,,,facial dysmorphism,Broad nasal root and tip,
HP:0004654,"prominent, long philtrum",,,facial dysmorphism,"prominent, long philtrum",
HP:0004655,facial dysmorphism may occur,,,,facial dysmorphism may occur,
HP:0004656,Mild mandibular prognathism,,,facial dysmorphism,Mild mandibular prognathism,
HP:0004659,Broad and flat forehead,,,facial dysmorphism,Broad and flat forehead,
HP:0004660,hypoplasia of facial musculature,Hypoplasia of facial musculature,,,hypoplasia of facial musculature,
HP:0004661,Frontalis muscle weakness,Frontalis muscle weakness,,,Frontalis muscle weakness,
HP:0004662,"small, triangular facies",,,,"small, triangular facies",
HP:0004663,"long, broad, and smooth philtrum",,,facial dysmorphism,"long, broad, and smooth philtrum",
HP:0004664,Facial midline hemangioma,Facial midline hemangioma,,,Facial midline hemangioma,
HP:0004665,Everted prominent lower lip,,,facial dysmorphism,Everted prominent lower lip,
HP:0004666,Broad and depressed nasal bridge,,,facial dysmorphism,Broad and depressed nasal bridge,
HP:0004668,triangular facies later in life,,,,triangular facies later in life,
HP:0004670,"Facial muscle weakness, mild-to-moderate",,,,"Facial muscle weakness, mild-to-moderate",
HP:0004673,Decreased facial expression,Decreased facial expression,,none,Decreased facial expression,
HP:0004674,"high, narrow forehead",,,facial dysmorphism,"high, narrow forehead",
HP:0004675,Minor facial dysmorphism,,,facial dysmorphism,Minor facial dysmorphism,
HP:0004676,prominent supraorbital arches in adult,Prominent supraorbital arches in adult,,facial dysmorphism,prominent supraorbital arches in adult,
HP:0004677,"steep, narrow forehead",,,,"steep, narrow forehead",
HP:0004679,Large tarsal bones,Large tarsal bones,,,Large tarsal bones,
HP:0004680,short first metatarsal,,,,short first metatarsal,
HP:0004681,Longitudinal groove on soles,Deep longitudinal plantar crease,,non-facial dysmorphism,Longitudinal groove on soles,
HP:0004684,ankle valgus deformity,Talipes valgus,,congenital abnormality,ankle valgus deformity,
HP:0004686,"short third, fourth, fifth metatarsals",Short third metatarsal,HP:0010673,congenital abnormality,"short third, fourth, fifth metatarsals",
HP:0004688,Irregular tarsal bones,Irregular tarsal bones,,,Irregular tarsal bones,
HP:0004689,short fourth metatarsals,Short fourth metatarsal,,congenital abnormality,short fourth metatarsals,
HP:0004690,Thickened Achilles tendon,Thickened Achilles tendon,,,Thickened Achilles tendon,
HP:0004691,2-3 toe syndactyly,2-3 toe syndactyly,HP:0001846HP:0001856HP:0003773HP:0004683HP:0004685HP:0004697HP:0004703HP:0008086HP:0008123,congenital abnormality,2-3 toe syndactyly,
HP:0004692,4-5 toe syndactyly,4-5 toe syndactyly,HP:0005826HP:0005861,congenital abnormality,4-5 toe syndactyly,
HP:0004695,calcaneal epiphyseal stippling,Calcaneal epiphyseal stippling,,,calcaneal epiphyseal stippling,
HP:0004696,talipes cavus equinovarus,Talipes cavus equinovarus,,none,talipes cavus equinovarus,
HP:0004698,postaxial polydactyly fingers/toes,,,,postaxial polydactyly fingers/toes,
HP:0004699,Osteoporotic metatarsal,Osteoporotic metatarsal,,,Osteoporotic metatarsal,
HP:0004700,"short, broad laterally deviated halluces",,,,"short, broad laterally deviated halluces",
HP:0004701,Hypoplasia of the toes,,,non-facial dysmorphism,Hypoplasia of the toes,
HP:0004703,2-3 or 4-5 toe syndactyly,,,,2-3 or 4-5 toe syndactyly,
HP:0004704,short 4th and 5th metatarsals,Short fifth metatarsal,HP:0004702HP:0010671,congenital abnormality,short 4th and 5th metatarsals,
HP:0004710,"medially deviated, broad great toes",,,,"medially deviated, broad great toes",
HP:0004711,Shortening of the achilles tendon,,,congenital abnormality,Shortening of the achilles tendon,
HP:0004712,Malrotation of the kidney,Renal malrotation,HP:0004730,none,Malrotation of the kidney,
HP:0004713,"Renal failure, reversible",Reversible renal failure,,,"Renal failure, reversible",
HP:0004714,renal biopsy shows tubulointerstitial fibrosis,,,,renal biopsy shows tubulointerstitial fibrosis,
HP:0004716,Enlarged polycystic kidneys,,,congenital abnormality,Enlarged polycystic kidneys,
HP:0004717,Axial malrotation of the kidney,Axial malrotation of the kidney,,,Axial malrotation of the kidney,
HP:0004718,"nephrotic syndrome, progressing to endstage kidney disease",,,,"nephrotic syndrome, progressing to endstage kidney disease",
HP:0004719,"Enlarged, hyperechogenic kidneys",Hyperechogenic kidneys,,,"Enlarged, hyperechogenic kidneys",
HP:0004720,end-stage renal disease develops in childhood,,,,end-stage renal disease develops in childhood,
HP:0004721,Renal dysplasia/aplasia,,,,Renal dysplasia/aplasia,
HP:0004722,Thickening of the glomerular basement membrane on renal biopsy,Thickening of the glomerular basement membrane,,,Thickening of the glomerular basement membrane on renal biopsy,
HP:0004723,a subset of patients develop renal insufficiency with decreased creatinine clearance,,,,a subset of patients develop renal insufficiency with decreased creatinine clearance,
HP:0004724,calcium nephrolithiasis,Calcium nephrolithiasis,,,calcium nephrolithiasis,
HP:0004725,chronic/endstage renal failure,,,,chronic/endstage renal failure,
HP:0004727,impaired renal concentrating ability,Impaired renal concentrating ability,HP:0005568,,impaired renal concentrating ability,
HP:0004728,diffuse mesangial sclerosis glomerulopathy,,,,diffuse mesangial sclerosis glomerulopathy,
HP:0004729,"nephritis, acute tubulointerstitial",Acute tubulointerstitial nephritis,,,"nephritis, acute tubulointerstitial",
HP:0004732,impaired renal uric acid clearance,Impaired renal uric acid clearance,,,impaired renal uric acid clearance,
HP:0004734,Renal cortical microcysts,Renal cortical microcysts,HP:0000814,,Renal cortical microcysts,
HP:0004735,Structural anomalies of the renal tract,,,,Structural anomalies of the renal tract,
HP:0004736,Ectopic kidney with fusion,Crossed fused renal ectopia,,,Ectopic kidney with fusion,
HP:0004737,global glomerulosclerosis,Global glomerulosclerosis,,,global glomerulosclerosis,
HP:0004738,progression to end stage renal failure in late adulthood,,,,progression to end stage renal failure in late adulthood,
HP:0004739,polycystic kidney dysplasia,,,congenital abnormality,polycystic kidney dysplasia,
HP:0004741,hypoplastic/dysplastic kidney,,,,hypoplastic/dysplastic kidney,
HP:0004742,Abnormality of the renal collecting system,Abnormal renal collecting system morphology,HP:0004731,,Abnormality of the renal collecting system,
HP:0004743,chronic tubulointerstitial nephritis,Chronic tubulointerstitial nephritis,,,chronic tubulointerstitial nephritis,
HP:0004744,renal agenesis/hypoplasia,,,,renal agenesis/hypoplasia,
HP:0004745,ipsilateral renal agenesis,,,,ipsilateral renal agenesis,
HP:0004746,membranoproliferative glomerulonephritis type ii,Glomerular subendothelial electron-dense deposits,,,membranoproliferative glomerulonephritis type ii,
HP:0004747,focal glomerulosclerosis,,,,focal glomerulosclerosis,
HP:0004748,juvenile nephronophthisis,,,,juvenile nephronophthisis,
HP:0004749,Atrial fibrillation or flutter,Atrial flutter,,,Atrial fibrillation or flutter,
HP:0004751,Paroxysmal ventricular tachycardia,Paroxysmal ventricular tachycardia,HP:0005141,,Paroxysmal ventricular tachycardia,
HP:0004752,"atrioventricular dissociation, congenital",Congenital atrioventricular dissociation,,,"atrioventricular dissociation, congenital",
HP:0004754,paroxysmal or chronic atrial fibrillation,Permanent atrial fibrillation,,,paroxysmal or chronic atrial fibrillation,
HP:0004755,Supraventricular tachyarrhythmias,Supraventricular tachycardia,,none,Supraventricular tachyarrhythmias,
HP:0004756,Ventricular tachycardia,Ventricular tachycardia,,,Ventricular tachycardia,
HP:0004757,paroxysmal atrial fibrillation,Paroxysmal atrial fibrillation,,none,paroxysmal atrial fibrillation,
HP:0004758,Effort-induced polymorphic ventricular tachycardias,Effort-induced polymorphic ventricular tachycardia,,,Effort-induced polymorphic ventricular tachycardias,
HP:0004759,Nodular calcific aortic valve disease,obsolete Nodular calcific aortic valve disease,,,Nodular calcific aortic valve disease,
HP:0004760,Congenital septal defect,obsolete Congenital septal defect,,congenital abnormality,Congenital septal defect,
HP:0004761,Post-angioplasty coronary artery restenosis,Post-angioplasty coronary artery restenosis,,,Post-angioplasty coronary artery restenosis,
HP:0004762,Hypoplasia of right ventricle,Hypoplasia of right ventricle,HP:0004951,,Hypoplasia of right ventricle,
HP:0004763,Paroxysmal supraventricular tachycardia,Paroxysmal supraventricular tachycardia,HP:0004765,,Paroxysmal supraventricular tachycardia,
HP:0004764,Myxomatous mitral valve degeneration,Myxomatous mitral valve degeneration,,,Myxomatous mitral valve degeneration,
HP:0004765,Episodic supraventricular tachycardia,,,,Episodic supraventricular tachycardia,
HP:0004766,"Generalized hypertrichosis, back, shoulders, and face",,,non-facial dysmorphism,"Generalized hypertrichosis, back, shoulders, and face",
HP:0004767,"fine, brittle, slow-growing hair",,,,"fine, brittle, slow-growing hair",
HP:0004768,Sparse anterior scalp hair,Sparse anterior scalp hair,,non-facial dysmorphism,Sparse anterior scalp hair,
